wall_time,sim_time,teleop_active,ros_fresh,position_error_mm,orientation_error_deg,target_linear_speed_mps,target_angular_speed_radps,raw_max_qdot_radps,cmd_max_qdot_radps,qdot_saturated,jacobian_condition,max_q_command_error_rad,deadline_misses
7422.90657431,0.010000000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00023156172738025838,2
7422.916389861,0.02000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0006420883348210449,2
7422.926528929,0.03000000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0010870701046840686,2
7422.936406798,0.04000000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0015382914321710002,5
7422.946496391,0.05000000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0019525120983990981,5
7422.9564813,0.060000000000000046,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002326993557708709,5
7422.971854756,0.07000000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0026636721412751654,6
7422.981485934,0.08000000000000006,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0029657491512482194,6
7422.991718247,0.09000000000000007,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003236578567500767,6
7423.001771961,0.10000000000000007,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0034793261918181517,8
7423.01142502,0.11000000000000008,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0036968818133849154,8
7423.021494113,0.12000000000000009,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003891852468140432,8
7423.03302715,0.1300000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004066580160140322,9
7423.041741528,0.1400000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0042231655706561405,10
7423.052126675,0.1500000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0043634918762542945,10
7423.061416283,0.16000000000000011,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004489246934098883,10
7423.071734438,0.17000000000000012,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004601943436198346,13
7423.081524415,0.18000000000000013,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0047029370580503,13
7423.09149972,0.19000000000000014,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00479344274985854,13
7423.104618995,0.20000000000000015,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004874549344019622,16
7423.112150342,0.21000000000000016,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004947232647788313,20
7423.122031632,0.22000000000000017,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005012367176722273,20
7423.131969855,0.23000000000000018,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005070736669659783,20
7423.141969105,0.24000000000000019,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0051230435117468704,24
7423.151714415,0.25000000000000017,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005169917178980228,24
7423.161395218,0.2600000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005211921805952601,24
7423.171462741,0.2700000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005249536049669865,28
7423.181819735,0.2800000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00528308929435087,28
7423.1921764,0.2900000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0053130514465207146,29
