wall_time,sim_time,teleop_active,ros_fresh,position_error_mm,orientation_error_deg,target_linear_speed_mps,target_angular_speed_radps,raw_max_qdot_radps,cmd_max_qdot_radps,qdot_saturated,jacobian_condition,max_q_command_error_rad,deadline_misses
7196.870655159,0.010000000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00023156172738025838,1
7196.880641713,0.02000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0006420883348210449,1
7196.890643911,0.03000000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0010870701046840686,1
7196.900599704,0.04000000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0015382914321710002,4
7196.910494334,0.05000000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0019525120983990981,4
7196.920466616,0.060000000000000046,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002326993557708709,4
7196.931140803,0.07000000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0026636721412751654,7
7196.940476107,0.08000000000000006,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0029657491512482194,7
7196.950862341,0.09000000000000007,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003236578567500767,7
7196.96079163,0.10000000000000007,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0034793261918181517,7
7196.970703731,0.11000000000000008,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0036968818133849154,10
7196.980630623,0.12000000000000009,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003891852468140432,10
7196.990722152,0.1300000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004066580160140322,10
7197.000605437,0.1400000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0042231655706561405,14
7197.010458244,0.1500000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0043634918762542945,14
7197.020870613,0.16000000000000011,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004489246934098883,14
7197.032268865,0.17000000000000012,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004601943436198346,15
7197.04068535,0.18000000000000013,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0047029370580503,17
7197.05061278,0.19000000000000014,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00479344274985854,17
7197.060514002,0.20000000000000015,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004874549344019622,17
7197.070833819,0.21000000000000016,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004947232647788313,20
7197.080435856,0.22000000000000017,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005012367176722273,20
7197.090636813,0.23000000000000018,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005070736669659783,20
7197.100859455,0.24000000000000019,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0051230435117468704,23
7197.110551681,0.25000000000000017,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005169917178980228,23
7197.12051633,0.2600000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005211921805952601,23
7197.13057303,0.2700000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005249536049669865,23
7197.140480303,0.2800000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00528308929435087,25
7197.150519224,0.2900000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0053130514465207146,25
7197.160472746,0.3000000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005339878191504068,25
7197.170527781,0.3100000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00536393785246659,28
7197.180614764,0.32000000000000023,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005385533541666898,28
7197.190772729,0.33000000000000024,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005404924413936385,28
7197.202041254,0.34000000000000025,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005422337788624488,29
7197.210681684,0.35000000000000026,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005437975731847331,30
7197.220454325,0.36000000000000026,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005452018977451459,30
7197.230483897,0.3700000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005464629620454852,30
7197.240629306,0.3800000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005475953208739359,33
7197.250772629,0.3900000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005486125359485088,33
7197.260752988,0.4000000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00549545203010255,33
7197.270708024,0.4100000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005504294128597727,36
7197.280687296,0.4200000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005512811472181938,36
7197.290624395,0.4300000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00552107084652051,36
7197.300823071,0.44000000000000034,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005529102057472208,36
7197.310726711,0.45000000000000034,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005536920144885517,39
7197.320638516,0.46000000000000035,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0055445341969600805,39
7197.330628532,0.47000000000000036,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005551950854058594,39
7197.340537439,0.48000000000000037,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005559175705129038,43
7197.350532058,0.4900000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0055662138464504015,43
7197.360617238,0.5000000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00557307010671817,43
7197.371745505,0.5100000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00557974913889795,45
7197.380538887,0.5200000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005586255458720616,46
7197.39079593,0.5300000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005592593461728072,46
7197.400827131,0.5400000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005598767431652431,46
7197.410591986,0.5500000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005604781545265028,48
7197.420851534,0.5600000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005610639875766005,48
7197.430981327,0.5700000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005616346395552348,48
7197.440609676,0.5800000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005621904978704771,51
7197.450676715,0.5900000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005627319403332436,51
7197.460525785,0.6000000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005632593353832658,0
7197.470518251,0.6100000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005637730423089379,0
7197.480519986,0.6200000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005642734114620527,3
7197.490744118,0.6300000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005647607844678777,3
7197.500505402,0.6400000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0056523549443079505,3
7197.510608814,0.6500000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005656978661356293,5
7197.52059049,0.6600000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005661482162447525,5
7197.530499055,0.6700000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00566586853491038,5
7197.541952421,0.6800000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0056701407886672805,7
7197.550929284,0.6900000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005674301858082796,8
7197.560486428,0.7000000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005678354603772501,8
7197.570500786,0.7100000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005682301814372843,8
7197.580545842,0.7200000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0056861462082726895,12
7197.590696189,0.7300000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00568989043530711,12
7197.600749266,0.7400000000000005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005693537078414077,12
7197.610639971,0.7500000000000006,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005697088655254685,16
7197.620547654,0.7600000000000006,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0057005476197975235,16
7197.630618478,0.7700000000000006,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005703916363867799,16
